CHANNEL1;CHANNEL2;CHANNEL3;ENTRY AGE;SEX;POLICY TYPE 1;POLICY TYPE 2;POLICY TYPE 3;PAYMENT MODE;POLICY STATUS;BENEFIT;NON LAPSE GUARANTEED;SUBSTANDARD RISK;NUMBER OF ADVANCE PREMIUM;INITIAL BENEFIT;Full Benefit?;Policy Year (Decimal);Policy Year;Premium;Issue Date;;
6;2;34;51;M;6;37;E;Monthly;Lapse; - ;NO NLG;0;0;0;N;3.416666667;4; 23 ;Mar-16;;
6;2;27;24;M;7;39;A;Monthly;Lapse; 33,000 ;NO NLG;0;0;0;N;3.416666667;4; 231 ;Mar-16;;
6;2;1;34;F;6;35;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 84 ;Mar-16;;
6;2;1;34;F;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 6 ;Mar-16;;
6;2;1;34;F;6;34;E;Monthly;Lapse; 500 ;NO NLG;0;0;0;N;3.416666667;4; 67 ;Mar-16;;
6;2;1;34;F;6;38;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 28 ;Mar-16;;
6;2;7;28;M;7;39;A;Monthly;Inforce; 40,000 ;NO NLG;0;0;0;N;3.416666667;4; 157 ;Mar-16;;
6;2;7;25;M;7;39;A;Monthly;Surrender; 40,000 ;NO NLG;0;0;0;N;3.416666667;4; 143 ;Mar-16;;
6;2;7;31;M;7;39;A;Monthly;Surrender; 40,000 ;NO NLG;0;0;0;N;3.416666667;4; 172 ;Mar-16;;
6;2;7;36;M;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 127 ;Mar-16;;
6;2;1;24;M;3;5;A;Monthly;Surrender; 30,000 ;NO NLG;0;0;0;N;3.416666667;4; 840 ;Mar-16;;
6;2;1;24;M;3;12;C;Monthly;Surrender; 100 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;47;23;M;7;39;A;Monthly;Lapse; 56,398 ;NO NLG;0;0;0;N;3.416666667;4; 204 ;Mar-16;;
6;2;9;29;M;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 92 ;Mar-16;;
6;2;24;33;M;6;36;E;Annually;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 5 ;Mar-16;;
6;2;24;33;M;6;38;E;Annually;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 26 ;Mar-16;;
6;2;8;46;F;6;30;E;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 44 ;Apr-16;;
6;2;8;46;F;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 6 ;Apr-16;;
6;2;8;46;F;6;34;E;Monthly;Lapse; 500 ;NO NLG;0;0;0;N;3.333333333;4; 67 ;Apr-16;;
6;2;17;29;M;7;39;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 206 ;Mar-16;;
6;2;8;24;M;7;39;A;Monthly;Lapse; 42,000 ;NO NLG;0;0;0;N;3.416666667;4; 146 ;Mar-16;;
6;2;7;21;M;7;39;A;Monthly;Lapse; 26,000 ;NO NLG;0;0;0;N;3.416666667;4; 91 ;Mar-16;;
6;2;19;38;F;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 137 ;Mar-16;;
6;2;27;33;M;7;39;A;Monthly;Lapse; 22,000 ;NO NLG;0;0;0;N;3.416666667;4; 224 ;Mar-16;;
6;2;7;24;M;7;39;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;3.416666667;4; 139 ;Mar-16;;
6;2;7;23;M;7;39;A;Monthly;Inforce; 40,000 ;NO NLG;0;0;0;N;3.416666667;4; 137 ;Mar-16;;
6;2;7;33;M;7;39;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;3.416666667;4; 145 ;Mar-16;;
6;2;1;23;F;3;13;C;Monthly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;1;23;F;3;12;C;Monthly;Surrender; 100 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;1;23;F;3;15;C;Monthly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;24;27;F;6;38;E;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;3.416666667;4; 55 ;Mar-16;;
6;2;48;23;M;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 69 ;Mar-16;;
6;2;46;23;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 69 ;Apr-16;;
6;2;23;42;F;6;35;A;Annually;Lapse; 150,000 ;NO NLG;0;0;0;N;3.416666667;4; 315 ;Mar-16;;
6;2;23;42;F;6;34;E;Annually;Lapse; 1,500 ;NO NLG;0;0;0;N;3.416666667;4; 252 ;Mar-16;;
6;2;23;42;F;6;38;E;Annually;Lapse; 7,500 ;NO NLG;0;0;0;N;3.416666667;4; 73 ;Mar-16;;
6;2;23;42;F;6;37;E;Annually;Lapse; - ;NO NLG;0;0;0;N;3.416666667;4; 86 ;Mar-16;;
6;2;68;40;F;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 161 ;Mar-16;;
6;2;24;37;M;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 62 ;Mar-16;;
6;2;24;37;M;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 8 ;Mar-16;;
6;2;24;37;M;6;37;E;Monthly;Inforce; - ;NO NLG;0;0;0;N;3.416666667;4; 33 ;Mar-16;;
6;2;31;24;M;7;39;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 175 ;Mar-16;;
6;2;38;24;F;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 74 ;Mar-16;;
6;2;50;40;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 161 ;Mar-16;;
6;2;9;42;M;6;35;A;Monthly;Surrender; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 84 ;Mar-16;;
6;2;9;42;M;6;37;E;Monthly;Surrender; - ;NO NLG;0;0;0;N;3.416666667;4; 23 ;Mar-16;;
6;2;17;29;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 432 ;Mar-16;;
6;2;17;29;M;3;11;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;8;41;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.416666667;4; 480 ;Mar-16;;
6;2;8;41;M;3;13;C;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;8;41;M;3;22;C;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;47;31;M;7;39;A;Monthly;Lapse; 47,400 ;NO NLG;0;0;0;N;3.416666667;4; 204 ;Mar-16;;
6;2;17;37;M;7;39;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;3.416666667;4; 205 ;Mar-16;;
6;2;24;54;M;6;30;E;Monthly;Inforce; 100,000 ;NO NLG;0;0;0;N;3.333333333;4; 88 ;Apr-16;;
6;2;24;54;M;6;38;E;Monthly;Inforce; 5,000 ;NO NLG;0;0;0;N;3.333333333;4; 55 ;Apr-16;;
6;2;24;54;M;6;37;E;Monthly;Inforce; - ;NO NLG;0;0;0;N;3.333333333;4; 46 ;Apr-16;;
6;2;7;26;M;7;39;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;3.333333333;4; 141 ;Apr-16;;
6;2;12;27;M;6;37;E;Monthly;Lapse; - ;NO NLG;0;0;0;N;3.333333333;4; 23 ;Apr-16;;
6;2;31;4;M;3;5;A;Monthly;Surrender; 10,000 ;NO NLG;0;0;0;N;3.416666667;4; 600 ;Mar-16;;
6;2;31;4;M;3;12;C;Monthly;Surrender; 40 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;27;31;M;7;39;A;Monthly;Surrender; 25,000 ;NO NLG;0;0;0;N;3.416666667;4; 230 ;Mar-16;;
6;2;19;40;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 161 ;Mar-16;;
6;2;19;35;M;7;39;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;3.416666667;4; 179 ;Mar-16;;
6;2;46;29;F;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 6 ;Mar-16;;
6;2;46;29;F;6;38;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 28 ;Mar-16;;
6;2;46;29;F;6;37;E;Monthly;Inforce; - ;NO NLG;0;0;0;N;3.416666667;4; 23 ;Mar-16;;
6;2;17;32;M;3;5;A;Monthly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 444 ;Mar-16;;
6;2;17;32;M;3;22;C;Monthly;Surrender; 10,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;9;36;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 146 ;Mar-16;;
6;2;24;48;M;6;30;E;Annually;Surrender; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 58 ;Mar-16;;
6;2;24;48;M;6;34;E;Annually;Surrender; 500 ;NO NLG;0;0;0;N;3.416666667;4; 89 ;Mar-16;;
6;2;24;48;M;6;37;E;Annually;Surrender; - ;NO NLG;0;0;0;N;3.416666667;4; 30 ;Mar-16;;
6;2;13;28;M;3;5;A;Monthly;Inforce; 5,000 ;NO NLG;0;0;0;N;3.416666667;4; 432 ;Mar-16;;
6;2;13;28;M;3;20;C;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; - ;Mar-16;;
6;2;38;34;M;7;39;A;Monthly;Inforce; 24,000 ;NO NLG;0;0;0;N;3.416666667;4; 141 ;Mar-16;;
6;2;9;34;M;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 6 ;Mar-16;;
6;2;9;34;M;6;38;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 28 ;Mar-16;;
6;2;24;26;M;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 11 ;Mar-16;;
6;2;24;26;M;6;38;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.416666667;4; 28 ;Mar-16;;
6;2;24;26;M;6;37;E;Monthly;Lapse; - ;NO NLG;0;0;0;N;3.416666667;4; 42 ;Mar-16;;
6;2;14;36;M;7;39;A;Monthly;Inforce; 20,800 ;NO NLG;0;0;0;N;3.416666667;4; 133 ;Mar-16;;
6;2;13;24;M;7;39;A;Monthly;Surrender; 50,000 ;NO NLG;0;0;0;N;3.416666667;4; 173 ;Mar-16;;
6;2;48;37;M;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.416666667;4; 137 ;Mar-16;;
6;2;31;26;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 74 ;Apr-16;;
6;2;21;26;M;7;39;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;3.333333333;4; 143 ;Apr-16;;
6;2;23;30;M;6;36;E;Monthly;Surrender; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 8 ;Apr-16;;
6;2;23;30;M;6;38;E;Monthly;Surrender; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;23;30;M;6;37;E;Monthly;Surrender; - ;NO NLG;0;0;0;N;3.333333333;4; 33 ;Apr-16;;
6;2;8;42;F;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 6 ;Apr-16;;
6;2;8;42;F;6;38;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;24;30;M;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 62 ;Apr-16;;
6;2;24;30;M;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 8 ;Apr-16;;
6;2;24;30;M;6;34;E;Monthly;Inforce; 500 ;NO NLG;0;0;0;N;3.333333333;4; 96 ;Apr-16;;
6;2;9;44;M;6;35;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 84 ;Apr-16;;
6;2;9;44;M;6;34;E;Monthly;Inforce; 500 ;NO NLG;0;0;0;N;3.333333333;4; 67 ;Apr-16;;
6;2;9;44;M;6;38;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;9;44;M;6;37;E;Monthly;Inforce; - ;NO NLG;0;0;0;N;3.333333333;4; 23 ;Apr-16;;
6;2;42;24;M;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 74 ;Apr-16;;
6;2;47;31;M;7;39;A;Monthly;Lapse; 42,000 ;NO NLG;0;0;0;N;3.333333333;4; 203 ;Apr-16;;
6;2;25;34;F;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 117 ;Apr-16;;
6;2;31;31;F;7;39;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 215 ;Apr-16;;
6;2;48;33;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 110 ;Apr-16;;
6;2;48;26;F;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 70 ;Apr-16;;
6;2;36;32;M;7;39;A;Monthly;Lapse; 24,000 ;NO NLG;0;0;0;N;3.333333333;4; 109 ;Apr-16;;
6;2;27;28;M;7;39;A;Monthly;Lapse; 43,000 ;NO NLG;0;0;0;N;3.333333333;4; 209 ;Apr-16;;
6;2;47;27;M;7;39;A;Monthly;Lapse; 48,800 ;NO NLG;0;0;0;N;3.333333333;4; 203 ;Apr-16;;
6;2;42;28;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.333333333;4; 408 ;Apr-16;;
6;2;19;33;M;7;39;A;Monthly;Inforce; 40,000 ;NO NLG;0;0;0;N;3.333333333;4; 193 ;Apr-16;;
6;2;49;24;M;7;39;A;Monthly;Surrender; 22,000 ;NO NLG;0;0;0;N;3.333333333;4; 76 ;Apr-16;;
6;2;2;30;M;7;39;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;3.333333333;4; 122 ;Apr-16;;
6;2;49;46;F;7;39;A;Monthly;Lapse; 22,000 ;NO NLG;0;0;0;N;3.333333333;4; 293 ;Apr-16;;
6;2;8;29;F;7;39;A;Monthly;Lapse; 57,000 ;NO NLG;0;0;0;N;3.25;4; 261 ;May-16;;
6;2;49;23;F;3;10;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;49;23;F;3;16;C;Monthly;Lapse; 36 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;25;21;F;7;39;A;Monthly;Lapse; 28,000 ;NO NLG;0;0;0;N;3.333333333;4; 98 ;Apr-16;;
6;2;11;37;M;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 44 ;May-16;;
6;2;11;37;M;6;32;E;Monthly;Inforce; 60 ;NO NLG;0;0;0;N;3.25;4; 66 ;May-16;;
6;2;11;37;M;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.25;4; 6 ;May-16;;
6;2;17;32;F;7;39;A;Monthly;Inforce; 46,000 ;NO NLG;0;0;0;N;3.333333333;4; 209 ;Apr-16;;
6;2;14;34;M;7;39;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;3.333333333;4; 154 ;Apr-16;;
6;2;20;28;M;7;39;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;3.25;4; 118 ;May-16;;
6;2;17;39;M;7;39;A;Monthly;Inforce; 26,000 ;NO NLG;0;0;0;N;3.333333333;4; 205 ;Apr-16;;
6;2;17;30;M;3;11;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;17;30;M;3;22;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;9;31;M;6;30;E;Monthly;Surrender; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 44 ;Apr-16;;
6;2;9;31;M;6;38;E;Monthly;Surrender; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;9;31;M;6;37;E;Monthly;Surrender; - ;NO NLG;0;0;0;N;3.333333333;4; 23 ;Apr-16;;
6;2;42;28;M;7;39;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;3.333333333;4; 131 ;Apr-16;;
6;2;23;31;M;6;35;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 119 ;Apr-16;;
6;2;23;31;M;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 8 ;Apr-16;;
6;2;23;31;M;6;38;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;33;43;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 269 ;Apr-16;;
6;2;27;34;F;7;39;A;Monthly;Lapse; 21,000 ;NO NLG;0;0;0;N;3.333333333;4; 225 ;Apr-16;;
6;2;8;28;M;7;39;A;Monthly;Surrender; 40,000 ;NO NLG;0;0;0;N;3.333333333;4; 157 ;Apr-16;;
6;2;47;38;M;7;39;A;Monthly;Inforce; 27,800 ;NO NLG;0;0;0;N;3.333333333;4; 204 ;Apr-16;;
6;2;50;31;F;3;11;C;Monthly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;50;31;F;3;9;C;Monthly;Surrender; 34 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;14;26;M;3;5;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 408 ;Apr-16;;
6;2;6;39;M;6;30;E;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 44 ;Apr-16;;
6;2;6;39;M;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 6 ;Apr-16;;
6;2;6;39;M;6;34;E;Monthly;Lapse; 500 ;NO NLG;0;0;0;N;3.333333333;4; 67 ;Apr-16;;
6;2;6;39;M;6;37;E;Monthly;Lapse; - ;NO NLG;0;0;0;N;3.333333333;4; 23 ;Apr-16;;
6;2;17;26;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 432 ;Apr-16;;
6;2;17;26;F;3;11;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;24;31;F;3;11;C;Monthly;Surrender; 47,200 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;24;31;F;3;16;C;Monthly;Surrender; 40 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;4;33;F;7;39;A;Monthly;Inforce; 36,000 ;NO NLG;0;0;0;N;3.333333333;4; 198 ;Apr-16;;
6;2;9;37;M;6;35;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 84 ;Apr-16;;
6;2;9;37;M;6;36;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 6 ;Apr-16;;
6;2;9;37;M;6;34;E;Monthly;Lapse; 500 ;NO NLG;0;0;0;N;3.333333333;4; 67 ;Apr-16;;
6;2;9;37;M;6;38;E;Monthly;Lapse; 2,500 ;NO NLG;0;0;0;N;3.333333333;4; 28 ;Apr-16;;
6;2;14;35;M;7;39;A;Monthly;Lapse; 29,970 ;NO NLG;0;0;0;N;3.333333333;4; 204 ;Apr-16;;
6;2;9;22;M;6;35;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 84 ;Apr-16;;
6;2;9;22;M;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.333333333;4; 44 ;Apr-16;;
6;2;9;22;M;6;34;E;Monthly;Inforce; 500 ;NO NLG;0;0;0;N;3.333333333;4; 67 ;Apr-16;;
6;2;9;22;M;6;37;E;Monthly;Inforce; - ;NO NLG;0;0;0;N;3.333333333;4; 23 ;Apr-16;;
6;2;14;24;F;3;5;A;Monthly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 408 ;Apr-16;;
6;2;42;26;M;7;39;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;3.333333333;4; 116 ;Apr-16;;
6;2;13;27;F;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 76 ;Apr-16;;
6;2;8;21;F;3;13;C;Quaterly;Surrender; 10,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;8;21;F;3;8;C;Quaterly;Surrender; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;8;21;F;3;6;D;Quaterly;Surrender; - ;NO NLG;0;0;0;N;3.333333333;4; 600 ;Apr-16;;
6;2;46;37;M;3;10;C;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;46;37;M;3;11;C;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; - ;Apr-16;;
6;2;46;35;M;3;5;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.333333333;4; 480 ;Apr-16;;
6;2;27;17;M;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;27;50;F;3;14;C;Monthly;Lapse; 150 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;25;21;M;7;39;A;Monthly;Lapse; 26,000 ;NO NLG;0;0;0;N;3.25;4; 91 ;May-16;;
6;2;47;40;M;7;39;A;Monthly;Inforce; 22,400 ;NO NLG;0;0;0;N;3.25;4; 239 ;May-16;;
6;2;24;29;M;3;8;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;12;33;M;6;35;A;Monthly;Surrender; 50,000 ;NO NLG;0;0;0;N;3.25;4; 84 ;May-16;;
6;2;12;33;M;6;32;E;Monthly;Surrender; 60 ;NO NLG;0;0;0;N;3.25;4; 66 ;May-16;;
6;2;5;40;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.25;4; 184 ;May-16;;
6;2;46;29;M;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.166666667;4; - ;Jun-16;;
6;2;46;29;M;3;9;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;3.166666667;4; - ;Jun-16;;
6;2;9;37;M;6;36;E;Monthly;Surrender; 2,500 ;NO NLG;0;0;0;N;3.25;4; 6 ;May-16;;
6;2;9;37;M;6;38;E;Monthly;Surrender; 2,500 ;NO NLG;0;0;0;N;3.25;4; 28 ;May-16;;
6;2;9;36;F;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 44 ;May-16;;
6;2;9;36;F;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.25;4; 6 ;May-16;;
6;2;9;36;F;6;34;E;Monthly;Inforce; 500 ;NO NLG;0;0;0;N;3.25;4; 67 ;May-16;;
6;2;46;38;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.166666667;4; 480 ;Jun-16;;
6;2;46;38;M;3;11;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.166666667;4; - ;Jun-16;;
6;2;23;39;M;3;5;A;Annually;Surrender; 10,000 ;NO NLG;0;0;0;N;3.25;4; 600 ;May-16;;
6;2;23;39;M;3;12;C;Annually;Surrender; 40 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;11;46;M;3;5;A;Annually;Inforce; 10,000 ;NO NLG;0;0;0;N;3.25;4; 720 ;May-16;;
6;2;11;46;M;3;20;C;Annually;Inforce; 20,000 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;11;46;M;3;9;C;Annually;Inforce; 720 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;47;25;F;7;39;A;Monthly;Lapse; 66,920 ;NO NLG;0;0;0;N;3.25;4; 240 ;May-16;;
6;2;37;36;M;7;39;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;3.25;4; 146 ;May-16;;
6;2;2;31;M;3;5;A;Monthly;Surrender; 300,000 ;NO NLG;0;0;0;N;3.25;4; 4,920 ;May-16;;
6;2;2;31;M;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;3.25;4; 5,080 ;May-16;;
6;2;30;36;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;3.25;4; 408 ;May-16;;
6;2;30;36;F;3;10;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;30;36;F;3;9;C;Monthly;Lapse; 34 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;27;23;M;7;39;A;Monthly;Surrender; 62,000 ;NO NLG;0;0;0;N;3.25;4; 224 ;May-16;;
6;2;11;33;F;6;35;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 84 ;May-16;;
6;2;11;33;F;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 44 ;May-16;;
6;2;11;33;F;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.25;4; 6 ;May-16;;
6;2;19;22;M;7;39;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;3.25;4; 170 ;May-16;;
6;2;43;34;F;7;39;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;3.25;4; 103 ;May-16;;
6;2;41;24;M;3;9;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;41;24;M;3;12;C;Monthly;Lapse; 300 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;45;34;M;3;13;C;Monthly;Surrender; 10,000 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;45;34;M;3;9;C;Monthly;Surrender; 34 ;NO NLG;0;0;0;N;3.25;4; - ;May-16;;
6;2;9;25;M;6;35;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 84 ;May-16;;
6;2;9;25;M;6;30;E;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;3.25;4; 44 ;May-16;;
6;2;9;25;M;6;36;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.25;4; 6 ;May-16;;
6;2;9;25;M;6;38;E;Monthly;Inforce; 2,500 ;NO NLG;0;0;0;N;3.25;4; 28 ;May-16;;
